StationID,B,Bw,Bh,G,Gw,Gh,S,Sw,Sh
500227032,3631,2452,1179,13395,9103,4292,240,240,0
500227033,3837,2602,1235,13332,9109,4223,97,84,13
500227034,5989,4276,1713,10965,7237,3728,312,282,30
500227035,5736,4349,1387,10964,7214,3750,566,232,334
500227036,900,566,334,16142,11095,5047,224,134,90
500227037,2969,2678,291,13673,8621,5052,624,496,128
500227038,4239,3115,1124,12977,8642,4335,50,38,12
500227039,8156,5918,2238,9110,5877,3233,0,0,0
500227040,3949,2901,1048,13317,8894,4423,0,0,0
500227041,3819,2989,830,12316,7675,4641,1131,1131,0
500227042,3183,2251,932,14046,9507,4539,37,37,0
500227043,6698,5296,1402,10568,6499,4069,0,0,0
500227044,4508,3145,1363,12723,8615,4108,35,35,0
500227045,2221,1554,667,15030,10241,4789,15,0,15
500227046,816,559,257,16355,11230,5125,95,6,89
500227047,3547,2865,682,13719,8930,4789,0,0,0
500227048,617,315,302,16490,11327,5163,159,153,6
500227049,3768,3125,643,13416,8658,4758,82,12,70
500227050,3022,2885,137,10971,6687,4284,3273,2223,1050
500227051,3638,2859,779,13539,8905,4634,89,31,58
500227052,2955,2007,948,14091,9604,4487,220,184,36
500227053,10385,7552,2833,6855,4242,2613,26,1,25
500227054,7093,5421,1672,9122,5753,3369,1051,621,430
500227055,3407,2958,449,13344,8509,4835,515,328,187
500227056,3483,2654,829,13253,8930,4323,530,211,319
500227057,2122,1871,251,14439,9230,5209,705,694,11
500227058,2516,1835,681,13403,9119,4284,1347,841,506
500227059,3118,2402,716,13309,8840,4469,839,553,286
500227060,2286,2073,213,14945,9712,5233,35,10,25
500227061,2003,1081,922,15263,10714,4549,0,0,0
500227062,1198,903,295,16068,10892,5176,0,0,0
500227063,4696,3361,1335,12564,8428,4136,5,5,0
500227064,2947,2434,513,14231,9286,4945,87,74,13
500227065,4260,3376,884,12516,8025,4491,489,393,96
500227067,4445,3128,1317,11569,7830,3739,1251,836,415
500227068,6299,4703,1596,10850,7016,3834,116,75,41
500227070,4289,2951,1338,11978,8069,3909,998,774,224
500227071,5563,4145,1418,11382,7341,4041,320,308,12
500227072,6078,5421,657,9804,5357,4447,1383,1016,367
500227073,2833,2206,627,14166,9380,4786,266,208,58
500227074,4161,3427,734,12805,8183,4622,299,184,115
500227075,3611,2769,842,13381,8884,4497,273,141,132
500227076,6146,4437,1709,11085,7357,3728,34,0,34
500227077,877,230,647,16292,11486,4806,96,78,18
500227078,4365,3252,1113,12900,8542,4358,0,0,0
500227079,1968,1456,512,15297,10338,4959,0,0,0
500227080,4388,3537,851,12858,8243,4615,19,14,5
500227081,15523,10355,5168,1742,1439,303,0,0,0
500227082,1595,1134,461,15670,10660,5010,0,0,0
500227083,1,1,0,17264,11793,5471,0,0,0
500227084,442,414,28,16823,11380,5443,0,0,0
500227085,3008,2474,534,14242,9320,4922,15,0,15
500227086,675,450,225,15875,10743,5132,715,601,114
500227087,2772,2313,459,9826,5784,4042,4667,3697,970
500227088,896,687,209,16369,11107,5262,0,0,0
500227089,379,239,140,16479,11148,5331,407,407,0
500227090,3111,2277,834,14154,9517,4637,0,0,0
500227091,1691,1299,392,15574,10495,5079,0,0,0
500227092,3971,2406,1565,13284,9381,3903,10,7,3
500227093,3061,2257,804,14179,9512,4667,25,25,0
500227094,2897,1818,1079,14314,9938,4376,54,38,16
500227095,689,513,176,16576,11281,5295,0,0,0
500227096,2475,1821,654,14552,9846,4706,238,127,111
500227097,3686,3073,613,12932,8359,4573,647,362,285
500227098,4423,3240,1183,12842,8554,4288,0,0,0
500227099,2739,2197,542,13990,9209,4781,536,388,148
500227100,3034,2306,728,13973,9252,4721,258,236,22
500227103,2354,1987,367,14719,9769,4950,192,38,154
500227104,4813,3176,1637,11633,7978,3655,819,640,179
500227106,3454,2723,731,12816,8586,4230,995,485,510
500227107,4324,3191,1133,12766,8473,4293,175,130,45
500227113,5735,4629,1106,10065,6083,3982,1465,1082,383
500229001,3351,2561,790,13794,9154,4640,121,80,41
500229002,5247,4273,974,11995,7513,4482,24,9,15
500229003,6049,4957,1092,11164,6835,4329,53,3,50
500229004,5200,4572,628,11874,7166,4708,192,57,135
500229005,4444,3733,711,12664,7904,4760,158,158,0
500229006,3495,2866,629,13343,8691,4652,428,238,190
500229007,2997,2597,400,14102,9094,5008,167,104,63
500229008,8537,6473,2064,8729,5322,3407,0,0,0
500229009,5149,4094,1055,11550,7301,4249,567,400,167
500229010,1339,994,345,15668,10582,5086,259,219,40
500229011,4284,2904,1380,12677,8764,3913,305,127,178
500229012,3882,2778,1104,12991,8765,4226,393,252,141
500229013,6293,4218,2075,10862,7466,3396,111,111,0
500229014,2961,2530,431,14122,9245,4877,183,20,163
500229015,6034,4492,1542,10671,6950,3721,561,353,208
500229016,1643,1117,526,15503,10571,4932,120,107,13
500229017,4195,3732,463,13071,8063,5008,0,0,0
500229018,5277,3497,1780,11920,8229,3691,69,69,0
500229019,2440,1921,519,14392,9638,4754,434,236,198
500229020,4012,3417,595,13199,8337,4862,55,41,14
500229021,4709,3443,1266,12303,8283,4020,254,69,185
500229022,5621,3550,2071,11454,8054,3400,191,191,0
500229023,2602,1851,751,14564,9854,4710,100,90,10
500229024,5058,4017,1041,12127,7741,4386,81,37,44
500229025,5893,4912,981,11053,6680,4373,320,203,117
500229026,4668,3846,822,12598,7949,4649,0,0,0
500229027,3184,2778,406,13372,8586,4786,710,431,279
500229028,4406,3574,832,12408,8016,4392,452,205,247
500229029,4432,3686,746,12520,7889,4631,314,220,94
500229030,4531,3949,582,12621,7790,4831,114,56,58
500229031,6806,5231,1575,10416,6523,3893,44,41,3
500229032,2763,2334,429,13949,9080,4869,554,381,173
500229033,2827,2105,722,14206,9607,4599,233,83,150
500229034,626,549,77,16521,11204,5317,119,42,77
500229035,4335,3624,711,12895,8135,4760,36,36,0
500229036,2188,1691,497,14977,10043,4934,101,61,40
500229037,5759,3573,2186,10883,7673,3210,624,549,75
500229038,1998,1656,342,14464,9662,4802,804,477,327
500229039,6527,5118,1409,10343,6366,3977,396,311,85
500229040,4760,3870,890,12361,7794,4567,145,131,14
500229041,4038,2585,1453,13117,9102,4015,111,108,3
500229042,6537,4561,1976,10729,7234,3495,0,0,0
500229043,6202,4616,1586,11064,7179,3885,0,0,0
500229044,6177,4759,1418,10804,6921,3883,289,119,170
500229045,6147,4177,1970,10653,7175,3478,466,443,23
500229046,4410,2987,1423,12827,8782,4045,29,26,3
500229047,1535,1142,393,15730,10652,5078,1,1,0
500229048,3609,2686,923,13110,8671,4439,547,438,109
500229049,6692,5023,1669,10442,6660,3782,132,112,20
500229050,2755,1885,870,14461,9892,4569,50,18,32
500229051,1289,977,312,15638,10620,5018,339,198,141
500229052,1773,1023,750,15366,10664,4702,127,108,19
500229053,2221,2015,206,14839,9579,5260,206,201,5
500229054,4206,3262,944,12872,8436,4436,188,97,91
500229055,2585,1689,896,14531,9968,4563,150,138,12
500229056,2807,2543,264,14386,9202,5184,73,50,23
500229057,3477,3202,275,13577,8469,5108,212,124,88
500229058,4148,3453,695,13091,8333,4758,27,9,18
500229059,4902,4010,892,12290,7785,4505,74,0,74
500229060,1583,1254,329,15423,10323,5100,260,218,42
500229061,2991,2035,956,14213,9760,4453,62,0,62
500229062,1901,1677,224,15359,10112,5247,6,6,0
500229063,2684,2288,396,13948,9176,4772,634,331,303
500229064,5018,4212,806,12243,7578,4665,5,5,0
500229065,4129,2730,1399,12984,8912,4072,153,153,0
500229066,1515,852,663,15463,10713,4750,288,230,58
500229067,5584,3756,1828,11139,7693,3446,543,346,197
500229068,3294,2696,598,13179,8680,4499,793,419,374
500229071,4302,3792,510,12865,8003,4862,99,0,99
500229072,3909,3316,593,13356,8478,4878,1,1,0
500229073,1952,1402,550,14843,10000,4843,471,393,78
500229074,6488,4835,1653,9980,6185,3795,798,775,23
500229075,4592,3790,802,11248,7103,4145,1426,902,524
500229076,4770,3767,1003,12191,7841,4350,305,187,118
500229077,4142,3230,912,12720,8311,4409,404,254,150
500229078,5788,4358,1430,10563,6820,3743,919,621,298
500229079,5659,4283,1376,11517,7489,4028,90,23,67
500229080,3879,3204,675,12775,8288,4487,612,303,309
500229081,812,804,8,16288,10865,5423,166,126,40
500229082,4764,3944,820,11459,7071,4388,1043,780,263
500229083,7617,6646,971,9649,5149,4500,0,0,0
500229084,2925,2419,506,14125,9208,4917,216,168,48
500229085,3747,3026,721,13412,8703,4709,107,66,41
500229086,4337,3665,672,12353,7774,4579,575,355,220
500229087,2421,2015,406,13391,8904,4487,1454,876,578
500229088,5758,4921,837,11463,6873,4590,44,0,44
500229089,4635,3951,684,12314,7732,4582,316,111,205
500229090,4159,3483,676,11820,7493,4327,1286,818,468
500229091,4106,3260,846,13143,8518,4625,16,16,0
500229092,2252,1466,786,14676,10215,4461,337,113,224
500229093,1973,1080,893,15251,10673,4578,41,41,0
500229094,3559,2944,615,12969,8352,4617,737,498,239
500229095,7828,6397,1431,9256,5397,3859,181,0,181
500229096,4050,3061,989,12612,8359,4253,603,374,229
500229097,5022,4409,613,12243,7385,4858,0,0,0
500229098,2241,1856,385,14794,9829,4965,230,109,121
500229099,3998,3140,858,12937,8330,4607,330,324,6
500229100,4470,3541,929,12269,7826,4443,526,427,99
500229101,1440,982,458,15713,10700,5013,112,112,0
500229102,5508,4536,972,11459,7076,4383,298,182,116
500229103,2542,2196,346,14513,9436,5077,210,162,48
500229104,4503,2874,1629,12617,8815,3802,145,105,40
500229110,4300,3495,805,12536,7924,4612,429,375,54
500231001,3210,2784,426,13872,8926,4946,184,85,99
500231002,2186,1800,386,15045,9969,5076,35,26,9
500231003,4355,3575,780,12153,7481,4672,758,739,19
500231004,3589,2749,840,13667,9046,4621,10,0,10
500231005,1427,914,513,15805,10879,4926,34,2,32
500231006,8342,5946,2396,8924,5849,3075,0,0,0
500231007,4015,3173,842,12979,8560,4419,272,62,210
500231008,1261,933,328,15815,10672,5143,190,190,0
500231009,2215,1304,911,14440,10057,4383,611,434,177
500231010,1517,921,596,15693,10823,4870,56,51,5
500231011,5011,3085,1926,12255,8710,3545,0,0,0
500231012,6186,4591,1595,11035,7204,3831,45,0,45
500231013,3894,3042,852,13285,8701,4584,87,52,35
500231014,1345,785,560,15708,10896,4812,213,114,99
500231015,4559,3502,1057,12290,8002,4288,417,291,126
500231016,5694,4268,1426,11379,7450,3929,193,77,116
500231017,2045,1161,884,14821,10355,4466,400,279,121
500231018,2018,1282,736,15248,10513,4735,0,0,0
500231019,5436,4195,1241,11830,7600,4230,0,0,0
500231020,6693,4798,1895,9814,6454,3360,759,543,216
500231021,3607,2461,1146,13072,8809,4263,587,525,62
500231022,5008,3746,1262,12240,8046,4194,18,3,15
500231023,2038,1452,586,15212,10327,4885,16,16,0
500231024,5987,4435,1552,11246,7327,3919,33,33,0
500231025,2664,2253,411,14243,9517,4726,359,25,334
500231026,3881,2876,1005,13385,8919,4466,0,0,0
500231027,1454,641,813,15805,11148,4657,7,6,1
500231028,1980,1094,886,15226,10641,4585,60,60,0
500231029,3821,2564,1257,13404,9190,4214,41,41,0
500231030,3139,1916,1223,13916,9705,4211,211,174,37
500231031,6020,4029,1991,11192,7712,3480,54,54,0
500231032,638,285,353,16580,11476,5104,48,34,14
500231033,292,292,0,16963,11492,5471,11,11,0
500231034,1195,529,666,15887,11122,4765,184,144,40
500231035,1630,1155,475,14472,9963,4509,1164,677,487
500231036,3397,2481,916,13794,9239,4555,75,75,0
500231037,4278,3195,1083,12481,8348,4133,507,252,255
500231038,4597,3558,1039,12659,8227,4432,10,10,0
500231039,5474,3888,1586,11759,7874,3885,33,33,0
500231040,5753,3486,2267,11361,8161,3200,152,148,4
500231041,3894,3124,770,13130,8516,4614,242,155,87
500231042,1810,1412,398,15449,10376,5073,7,7,0
500231043,3048,2464,584,11992,8176,3816,2226,1155,1071
500231044,7265,5661,1604,10000,6133,3867,0,0,0
500231045,3828,3140,688,13432,8651,4781,5,3,2
500231046,7067,5182,1885,9556,6238,3318,642,374,268
500231047,1679,998,681,15547,10776,4771,39,20,19
500231048,1913,878,1035,14743,10335,4408,609,581,28
500231049,596,413,183,16663,11375,5288,6,6,0
500231050,1654,1048,606,15570,10746,4824,41,0,41
500231051,3996,3556,440,13269,8238,5031,0,0,0
500231052,1967,1470,497,14901,10084,4817,397,240,157
500231053,912,355,557,15896,11253,4643,457,186,271
500231055,442,196,246,16773,11548,5225,50,50,0
500231056,4756,4136,620,11670,7485,4185,839,173,666
500231057,863,581,282,16187,11084,5103,215,129,86
500231058,2163,633,1530,15102,11161,3941,0,0,0
500231059,2713,1426,1287,14277,10243,4034,275,125,150
500231060,3208,1507,1701,13436,9852,3584,621,435,186
500231061,1551,1048,503,15666,10723,4943,48,23,25
500231062,963,680,283,16279,11091,5188,23,23,0
500231063,3414,2730,684,13650,8894,4756,201,170,31
500231064,3978,3540,438,13157,8212,4945,130,42,88
500231065,4429,3200,1229,12803,8576,4227,33,18,15
500232001,10954,7207,3747,6280,4556,1724,9022,5999,3023
500232002,9278,6194,3084,7973,5586,2387,9005,5982,3023
500233001,4834,3652,1182,12279,8062,4217,153,81,72
500233002,3354,2500,854,13768,9203,4565,144,92,52
500233003,3795,2866,929,13449,8907,4542,22,22,0
500233004,4820,3701,1119,12364,8061,4303,82,33,49
500233005,2884,2036,848,14360,9749,4611,22,10,12
500233006,1023,662,361,16226,11124,5102,17,9,8
500233007,5595,3836,1759,11635,7959,3676,36,0,36
500233008,1113,984,129,16077,10780,5297,76,31,45
500233009,3965,3442,523,12982,8251,4731,319,102,217
500233010,9694,7264,2430,7572,4531,3041,0,0,0
500233011,17266,11795,5471,0,0,0,0,0,0
500233012,16388,11175,5213,878,620,258,0,0,0
500233013,7401,5130,2271,9865,6665,3200,0,0,0
500233014,6632,4369,2263,10615,7407,3208,19,19,0
500233015,4774,3371,1403,12048,7980,4068,444,444,0
500233016,4855,3327,1528,12374,8431,3943,37,37,0
500233017,3709,2718,991,13498,9072,4426,59,5,54
500233018,4517,3421,1096,12665,8350,4315,84,24,60
500233019,3725,3074,651,13380,8651,4729,161,70,91
500233020,7513,5024,2489,9753,6771,2982,0,0,0
500233021,5359,4239,1120,11817,7481,4336,90,75,15
500233022,3069,2334,735,14128,9406,4722,69,55,14
500233023,5195,4234,961,11845,7447,4398,226,114,112
500233024,4269,3138,1131,12756,8524,4232,241,133,108
500233025,2223,1551,672,14909,10191,4718,134,53,81
500233026,4001,3185,816,13223,8581,4642,42,29,13
500233027,5082,4007,1075,12184,7788,4396,0,0,0
500233028,5545,4087,1458,11706,7693,4013,14,14,0
500233029,8279,5987,2292,8636,5584,3052,350,223,127
500233030,3904,3333,571,13012,8180,4832,350,282,68
500233031,9015,6398,2617,8223,5386,2837,27,10,17
500233032,7755,4918,2837,9348,6714,2634,162,162,0
500233033,4115,3374,741,13061,8383,4678,89,37,52
500233034,1532,1184,348,15307,10532,4775,426,78,348
500233035,3149,2480,669,14042,9283,4759,74,31,43
500233036,2775,2154,621,14417,9621,4796,73,19,54
500233038,5669,4346,1323,11481,7447,4034,115,1,114
500233039,4907,3932,975,12211,7727,4484,147,135,12
500233040,5582,4281,1301,11538,7426,4112,145,87,58
500233041,5872,4713,1159,11037,6827,4210,356,254,102
500233042,5607,4542,1065,11556,7224,4332,102,28,74
500233044,5865,4115,1750,11397,7679,3718,3,0,3
500233045,5135,3816,1319,11828,7727,4101,302,251,51
500234001,2875,2533,342,14242,9185,5057,149,77,72
500234002,2274,2053,221,14871,9723,5148,121,19,102
500234003,4378,3380,998,12888,8415,4473,0,0,0
500234004,3200,2142,1058,14019,9653,4366,47,0,47
500234005,4641,3669,972,12428,7977,4451,197,149,48
500234006,3428,2401,1027,13580,9136,4444,258,258,0
500234007,4362,3131,1231,12739,8578,4161,165,86,79
500234008,1306,859,447,15960,10936,5024,0,0,0
500234009,1666,1300,366,15600,10495,5105,0,0,0
500234010,3579,3176,403,13687,8619,5068,0,0,0
500234011,2056,1442,614,15210,10353,4857,0,0,0
500234012,4692,3855,837,12574,7940,4634,0,0,0
500234013,3343,2690,653,13900,9082,4818,23,23,0
500234014,1155,1042,113,16111,10753,5358,0,0,0
500234015,2562,2319,243,14616,9437,5179,88,39,49
500234016,2097,1687,410,15147,10104,5043,22,4,18
500234017,1278,996,282,15929,10740,5189,59,59,0
500234018,241,0,241,16996,11795,5201,29,0,29
500234021,1866,1498,368,15400,10297,5103,0,0,0
500234022,2187,1692,495,15055,10103,4952,24,0,24
500234023,646,433,213,16620,11362,5258,0,0,0
500234024,1151,555,596,16022,11240,4782,93,0,93
500234025,3168,2365,803,13989,9321,4668,108,108,0
500234026,1146,392,754,15940,11239,4701,179,163,16
500234028,618,311,307,16637,11480,5157,10,3,7
500234029,380,6,374,16885,11788,5097,0,0,0
500234030,880,625,255,15407,10800,4607,1055,446,609
500234031,1957,1481,476,15243,10277,4966,65,36,29
500234032,650,470,180,16482,11191,5291,133,133,0
500234033,1920,1190,730,14926,10187,4739,419,417,2
500234034,2393,1271,1122,14634,10367,4267,238,156,82
500234035,1698,1246,452,15515,10500,5015,52,48,4
500234036,2256,1396,860,15009,10398,4611,0,0,0
500234037,2744,2177,567,14483,9617,4866,38,0,38
500234038,955,830,125,16310,10964,5346,0,0,0
500234039,3606,2077,1529,13659,9717,3942,0,0,0
