StationID,B,Bw,Bh,G,Gw,Gh,S,Sw,Sh
500203050,930,849,81,7791,5070,2721,190,116,74
500203051,8823,5947,2876,88,88,0,8725,5849,2876
500203052,589,313,276,8164,5586,2578,158,136,22
500203053,1241,1066,175,7660,4969,2691,10,0,10
500203054,1131,987,144,7526,4794,2732,254,254,0
500203055,784,578,206,8127,5457,2670,0,0,0
500203056,1933,1754,179,6978,4281,2697,0,0,0
500203057,1529,1021,508,7350,5014,2336,32,0,32
500203058,991,924,67,7807,5017,2790,113,94,19
500203059,785,581,204,8097,5442,2655,29,12,17
500203060,1591,1192,399,6998,4640,2358,322,203,119
500203061,1352,1012,340,7559,5023,2536,0,0,0
500203062,849,604,245,8035,5414,2621,27,17,10
500203063,1360,1018,342,7483,4966,2517,68,51,17
500203064,507,374,133,8293,5550,2743,111,111,0
500203065,212,108,104,8634,5927,2707,65,0,65
500203066,1029,753,276,7871,5282,2589,11,0,11
500203067,1483,1028,455,7170,4801,2369,258,206,52
500203068,1331,1216,115,7544,4784,2760,36,35,1
500203069,1922,1439,483,6867,4498,2369,122,98,24
500203070,1134,1099,35,7775,4936,2839,2,0,2
500203071,1126,1004,122,7785,5031,2754,0,0,0
500203072,3510,2597,913,5045,3118,1927,356,320,36
500203073,1100,797,303,7626,5128,2498,185,110,75
500203074,1716,1432,284,7143,4566,2577,52,37,15
500203075,1669,1258,411,7056,4621,2435,186,156,30
500203076,2743,1900,843,5906,3931,1975,262,204,58
500203077,2805,2009,796,5880,3887,1993,226,139,87
500203078,3479,2556,923,5208,3356,1852,224,123,101
500203079,1141,1027,114,7688,4967,2721,82,41,41
500203080,818,521,297,8081,5508,2573,12,6,6
500203081,2302,1745,557,6562,4254,2308,47,36,11
500203082,1138,1031,107,7723,4960,2763,50,44,6
500203083,1434,871,563,7408,5130,2278,69,34,35
500203084,5334,3372,1962,3526,2624,902,93,81,12
500203085,651,403,248,8257,5632,2625,3,0,3
500203086,413,308,105,8407,5636,2771,91,91,0
500203087,339,232,107,8468,5732,2736,104,71,33
500203088,1760,1184,576,7132,4841,2291,19,10,9
500203089,161,68,93,8743,5960,2783,7,7,0
500203091,620,322,298,8078,5606,2472,213,107,106
500203092,1734,1212,522,7041,4717,2324,136,106,30
500203094,1210,1051,159,7570,4919,2651,131,65,66
500203095,889,581,308,7992,5441,2551,30,13,17
500203096,597,587,10,8055,5296,2759,259,152,107
500203097,1588,1232,356,7223,4713,2510,100,90,10
500203098,2215,1879,336,6696,4156,2540,0,0,0
500203099,1423,936,487,7488,5099,2389,0,0,0
500203102,1098,909,189,7731,5074,2657,82,52,30
500205001,1255,1036,219,7656,4999,2657,0,0,0
500205002,1714,1287,427,7000,4679,2321,388,260,128
500205003,286,214,72,8603,5800,2803,22,21,1
500205004,475,402,73,8409,5627,2782,27,6,21
500205005,384,194,190,8261,5575,2686,266,266,0
500205006,1269,1017,252,7530,5012,2518,112,6,106
500205007,354,183,171,8157,5753,2404,400,99,301
500205008,1290,1155,135,7614,4874,2740,7,6,1
500205009,1848,1377,471,6958,4553,2405,105,105,0
500205010,1621,1287,334,7236,4695,2541,54,53,1
500205011,1921,1047,874,6990,4988,2002,0,0,0
500205012,1453,1046,407,7458,4989,2469,0,0,0
500205013,1705,1297,408,7187,4727,2460,19,11,8
500205014,271,203,68,8640,5832,2808,0,0,0
500205015,1717,1340,377,7097,4654,2443,97,41,56
500205016,273,169,104,8584,5841,2743,54,25,29
500205017,117,0,117,8794,6035,2759,0,0,0
500205018,1059,816,243,7660,5147,2513,192,72,120
500205019,0,0,0,8886,6010,2876,25,25,0
500205020,507,265,242,8297,5718,2579,107,52,55
500205021,6,0,6,8880,6010,2870,25,25,0
500205022,1520,1167,353,7381,4858,2523,10,10,0
500205023,1351,880,471,7560,5155,2405,0,0,0
500205024,569,373,196,8342,5662,2680,0,0,0
500205025,871,658,213,7951,5288,2663,89,89,0
500205026,1667,1059,608,7148,4880,2268,96,96,0
500205027,2434,1440,994,6450,4577,1873,27,18,9
500205028,1173,883,290,7494,4935,2559,244,217,27
500205029,2126,1302,824,6734,4682,2052,51,51,0
500205030,1889,1375,514,6852,4490,2362,170,170,0
500205031,622,274,348,8036,5612,2424,253,149,104
500205032,1211,762,449,7643,5225,2418,57,48,9
500205033,254,163,91,8622,5837,2785,35,35,0
500205034,1015,722,293,7896,5313,2583,0,0,0
500205035,1424,1101,323,7413,4860,2553,74,74,0
500205036,867,639,228,7959,5367,2592,85,29,56
500205037,1870,1474,396,6497,4360,2137,544,201,343
500205038,654,510,144,8231,5514,2717,26,11,15
500205039,1313,650,663,7510,5357,2153,88,28,60
500205040,101,36,65,8665,5854,2811,145,145,0
500205041,329,100,229,8260,5653,2607,322,282,40
500205042,248,74,174,8638,5936,2702,25,25,0
500205043,350,170,180,8547,5860,2687,14,5,9
500205044,4705,3513,1192,4206,2522,1684,4649,3501,1148
500205045,248,106,142,8632,5907,2725,31,22,9
500205046,685,638,47,8226,5397,2829,0,0,0
500205047,1133,950,183,7731,5078,2653,47,7,40
500205048,54,44,10,8834,5968,2866,23,23,0
500205049,264,110,154,8599,5911,2688,48,14,34
500205050,1234,1056,178,7378,4811,2567,299,168,131
500205051,433,432,1,8427,5552,2875,51,51,0
500205052,31,31,0,8860,5984,2876,20,20,0
500205053,406,380,26,8473,5623,2850,32,32,0
500205054,948,752,196,7938,5258,2680,25,25,0
500205055,836,643,193,7998,5353,2645,77,39,38
500205056,55,55,0,8829,5965,2864,27,15,12
500205057,210,208,2,8628,5760,2868,73,67,6
500205058,44,44,0,8867,5991,2876,0,0,0
500205059,259,194,65,8621,5812,2809,31,29,2
500205060,74,27,47,8825,5999,2826,12,9,3
500205061,663,367,296,8201,5639,2562,47,29,18
500205062,1484,792,692,7427,5243,2184,0,0,0
500205063,258,60,198,8653,5975,2678,0,0,0
500205064,150,84,66,8730,5922,2808,31,29,2
500205065,1336,789,547,7575,5246,2329,0,0,0
500206001,2564,1951,613,6347,4084,2263,0,0,0
500206002,2861,2044,817,5865,3847,2018,185,144,41
500206003,2346,1611,735,6564,4423,2141,1,1,0
500206004,2277,1715,562,6632,4318,2314,2,2,0
500206005,1166,762,404,5533,3777,1756,2212,1496,716
500206006,3958,2404,1554,4953,3631,1322,0,0,0
500206007,2644,1697,947,6267,4338,1929,0,0,0
500206008,1335,945,390,7564,5078,2486,12,12,0
500206009,1724,1369,355,7175,4659,2516,12,7,5
500206010,2535,2052,483,6376,3983,2393,0,0,0
500206011,1715,1367,348,6883,4511,2372,313,157,156
500206012,3263,2222,1041,5646,3811,1835,2,2,0
500206013,1691,1308,383,7220,4727,2493,0,0,0
500206014,3334,2504,830,5408,3472,1936,169,59,110
500206015,1535,1346,189,7376,4689,2687,0,0,0
500206016,3303,2798,505,5534,3237,2297,74,0,74
500206017,1100,279,821,7678,5643,2035,133,113,20
500206018,2373,1849,524,6426,4171,2255,112,15,97
500206019,1311,919,392,7536,5100,2436,64,16,48
500206020,1745,1168,577,7161,4862,2299,5,5,0
500206021,1452,910,542,6690,4562,2128,769,563,206
500206022,1672,1365,307,7156,4651,2505,83,19,64
500206023,2400,1384,1016,6511,4651,1860,0,0,0
500206024,1185,803,382,7686,5213,2473,40,19,21
500206025,2677,2091,586,6134,3916,2218,100,28,72
500206026,2438,1695,743,6473,4340,2133,0,0,0
500206027,1428,824,604,7107,4929,2178,376,282,94
500206028,1763,1248,515,7147,4786,2361,1,1,0
500206029,2002,1334,668,6408,4303,2105,501,398,103
500206030,3577,2475,1102,5334,3560,1774,0,0,0
500206031,1721,1184,537,6909,4636,2273,281,215,66
500206032,1366,989,377,7545,5046,2499,0,0,0
500206033,2595,1584,1011,6209,4344,1865,107,107,0
500206034,1853,1365,488,6391,4298,2093,667,372,295
500206035,4274,3419,855,4610,2603,2007,27,13,14
500206036,2379,1600,779,6428,4341,2087,104,94,10
500206037,1807,1607,200,7104,4428,2676,0,0,0
500206038,1909,1349,560,6861,4605,2256,141,81,60
500206039,2398,1576,822,6467,4414,2053,46,45,1
500206040,2039,1530,509,6869,4505,2364,3,0,3
500206041,3264,2314,950,5351,3494,1857,296,227,69
500206042,1615,1219,396,6616,4337,2279,680,479,201
500206043,2436,1786,650,6365,4174,2191,110,75,35
500206044,1976,1236,740,6935,4799,2136,0,0,0
500206046,558,399,159,8297,5580,2717,56,56,0
500206047,2967,2120,847,5778,3845,1933,166,70,96
500206048,1166,768,398,7568,5093,2475,177,174,3
500206049,1762,1401,361,7143,4628,2515,6,6,0
500206050,4646,3338,1308,4265,2697,1568,0,0,0
500206051,1691,1232,459,7182,4803,2379,38,0,38
500206052,4337,3194,1143,4565,2832,1733,9,9,0
500206053,4104,2746,1358,4576,3200,1376,231,89,142
500206054,2887,1970,917,5747,3851,1896,277,214,63
500206056,1581,1231,350,7167,4668,2499,163,136,27
500206057,660,331,329,8228,5696,2532,23,8,15
500206058,295,124,171,8610,5905,2705,6,6,0
500206059,2441,1920,521,6083,3833,2250,387,282,105
500206060,1265,896,369,7280,4892,2388,366,247,119
500206061,1282,719,563,7565,5268,2297,64,48,16
500206062,1331,978,353,7580,5057,2523,0,0,0
500206063,6623,4432,2191,2288,1603,685,0,0,0
500206064,2741,2157,584,5473,3354,2119,697,524,173
500206065,2739,2018,721,5383,3520,1863,789,497,292
500206066,2278,1726,552,6633,4309,2324,0,0,0
500206067,1670,1378,292,7134,4612,2522,107,45,62
500206068,1708,1257,451,6865,4644,2221,338,134,204
500206069,1524,1061,463,7207,4849,2358,180,125,55
500206070,2690,2089,601,5532,3339,2193,689,607,82
500206071,2045,1357,688,6864,4676,2188,2,2,0
500206072,1540,1029,511,7286,4940,2346,85,66,19
500206074,2479,1748,731,6426,4287,2139,6,0,6
500206075,1213,976,237,7629,5050,2579,69,9,60
500207001,1424,921,503,7481,5108,2373,6,6,0
500207002,1102,740,362,7703,5194,2509,106,101,5
500207003,2151,1713,438,6704,4266,2438,56,56,0
500207004,4014,2787,1227,4897,3248,1649,0,0,0
500207005,2523,1799,724,6227,4176,2051,161,60,101
500207006,1058,643,415,7850,5389,2461,3,3,0
500207007,1792,1335,457,6838,4514,2324,281,186,95
500207008,1937,1537,400,6384,4007,2377,590,491,99
500207009,1669,1341,328,7242,4694,2548,0,0,0
500207010,1525,1124,401,7102,4657,2445,284,254,30
500207011,3274,2647,627,5415,3219,2196,222,169,53
500207012,1225,958,267,7683,5074,2609,3,3,0
500207013,727,333,394,8175,5693,2482,9,9,0
500207014,1729,991,738,7170,5044,2126,12,0,12
500207015,1374,991,383,7210,4794,2416,327,250,77
500207016,1574,1080,494,7305,4925,2380,32,30,2
500207017,1982,1734,248,6849,4243,2606,80,58,22
500207018,2042,1514,528,6672,4324,2348,197,197,0
500207019,981,578,403,7901,5448,2453,29,9,20
500207020,2311,1797,514,6427,4065,2362,173,173,0
500207021,2123,1378,745,6784,4653,2131,4,4,0
500207022,528,395,133,8323,5612,2711,60,28,32
500207023,1761,956,805,6759,4688,2071,391,391,0
500207024,917,679,238,7994,5356,2638,0,0,0
500207025,1239,788,451,7544,5170,2374,128,77,51
500207026,1037,733,304,7756,5194,2562,118,108,10
500207027,1153,960,193,7577,4970,2607,181,105,76
500207028,1018,824,194,7815,5156,2659,78,55,23
500207029,2553,1662,891,6128,4176,1952,230,197,33
500207030,2251,1506,745,6367,4380,1987,293,149,144
500207031,1118,897,221,7773,5130,2643,20,8,12
500207032,1067,653,414,7763,5329,2434,81,53,28
500207033,2660,1716,944,6029,4112,1917,222,207,15
500207034,922,722,200,7870,5249,2621,119,64,55
500207035,2413,1489,924,6343,4444,1899,155,102,53
500207036,1504,907,597,7313,5034,2279,94,94,0
500207037,1651,1244,407,7260,4791,2469,0,0,0
500207038,1434,1211,223,7441,4799,2642,36,25,11
500207039,710,428,282,8168,5607,2561,33,0,33
500207040,601,119,482,8304,5910,2394,6,6,0
500207041,1506,1073,433,7398,4960,2438,7,2,5
500207042,2551,1709,842,6226,4254,1972,134,72,62
500207043,2223,1502,721,6466,4363,2103,222,170,52
500207044,2365,1671,694,6414,4364,2050,132,0,132
500207045,1468,1170,298,7092,4637,2455,351,228,123
500207046,2031,1281,750,6510,4692,1818,370,62,308
500207047,2198,1530,668,6003,4134,1869,710,371,339
500207048,1686,1250,436,6861,4548,2313,364,237,127
500207049,1823,1176,647,6843,4667,2176,245,192,53
500207050,1425,1184,241,7166,4721,2445,320,130,190
500207051,1122,880,242,7676,5124,2552,113,31,82
500207052,1463,1272,191,7297,4736,2561,151,27,124
500207053,912,276,636,7956,5724,2232,43,35,8
500207054,770,663,107,8041,5272,2769,100,100,0
500207055,2820,1991,829,5845,3880,1965,246,164,82
500207057,1476,1209,267,7343,4767,2576,92,59,33
500207058,1793,1133,660,6657,4445,2212,461,457,4
500207059,1318,910,408,7423,4987,2436,170,138,32
500207060,822,564,258,7937,5319,2618,152,152,0
500207061,863,646,217,7940,5304,2636,108,85,23
500207062,2774,2063,711,6002,3864,2138,135,108,27
500207063,1559,1078,481,6976,4695,2281,376,262,114
500207064,2636,1879,757,5350,3377,1973,925,779,146
500207065,1589,1229,360,7045,4672,2373,277,134,143
500207066,1206,838,368,7545,5167,2378,160,30,130
500207067,1015,585,430,7766,5353,2413,130,97,33
500207068,765,522,243,7917,5387,2530,229,126,103
500207069,2368,1675,693,6416,4268,2148,127,92,35
500207070,2050,1384,666,6616,4469,2147,245,182,63
500207071,986,869,117,7795,5104,2691,130,62,68
500207072,367,261,106,8385,5630,2755,159,144,15
500207073,2475,1674,801,6074,4067,2007,362,294,68
500207074,2312,1573,739,6403,4266,2137,196,196,0
500207075,1873,1284,589,7027,4740,2287,11,11,0
500207076,1930,1180,750,6977,4851,2126,4,4,0
500207077,1586,1157,429,6616,4295,2321,709,583,126
500207078,1001,788,213,7616,4953,2663,294,294,0
500207079,348,194,154,8418,5696,2722,145,145,0
500207080,1525,1025,500,7159,4792,2367,227,218,9
500207081,1899,1239,660,6892,4711,2181,120,85,35
500207082,1396,1188,208,7335,4669,2666,180,178,2
500207083,0,0,0,8901,6025,2876,10,10,0
500207084,2548,1721,827,5814,3790,2024,549,524,25
500207086,1142,960,182,7679,5060,2619,90,15,75
500207087,1132,809,323,7750,5205,2545,29,21,8
500207088,1913,1290,623,6830,4642,2188,168,103,65
500207089,2470,1761,709,6109,4083,2026,332,191,141
500207090,1551,1221,330,6640,4285,2355,720,529,191
500207091,796,503,293,8101,5518,2583,14,14,0
500207092,2161,1672,489,6649,4304,2345,101,59,42
500207093,1527,1201,326,7277,4752,2525,107,82,25
500207094,695,578,117,8100,5397,2703,116,60,56
500209001,413,84,329,8498,5951,2547,0,0,0
500209002,308,115,193,8565,5885,2680,38,35,3
500209003,1201,924,277,7384,4867,2517,326,244,82
500209004,897,450,447,8014,5585,2429,0,0,0
500209005,862,539,323,8029,5476,2553,20,20,0
500209006,2169,1718,451,6733,4317,2416,9,0,9
500209007,1707,1235,472,7052,4686,2366,152,114,38
500209008,0,0,0,7971,5407,2564,940,628,312
500209009,475,352,123,8371,5653,2718,65,30,35
500209010,2072,1576,496,6748,4368,2380,91,91,0
500209011,8911,6035,2876,0,0,0,0,0,0
500209012,739,525,214,8172,5510,2662,0,0,0
500209013,1047,668,379,7864,5367,2497,0,0,0
500209014,863,430,433,7964,5525,2439,84,80,4
500209015,471,412,59,8436,5619,2817,4,4,0
500209016,1036,858,178,7784,5099,2685,91,78,13
500209017,1486,1026,460,7288,4888,2400,137,121,16
500209018,1315,1171,144,7596,4864,2732,0,0,0
500209019,188,59,129,8677,5975,2702,46,1,45
500209020,1214,472,742,7656,5522,2134,41,41,0
500209021,1416,1272,144,7493,4761,2732,2,2,0
500209022,242,70,172,8541,5905,2636,128,60,68
500209023,1938,1292,646,6896,4677,2219,77,66,11
500209025,6,6,0,8905,6029,2876,0,0,0
500210001,1876,1590,286,6992,4402,2590,43,43,0
500210002,942,640,302,7830,5300,2530,139,95,44
500210003,2250,1602,648,6338,4231,2107,323,202,121
500210004,3223,2329,894,5688,3706,1982,0,0,0
500210005,1441,925,516,7307,4975,2332,163,135,28
500210006,1590,1353,237,7315,4676,2639,6,6,0
500210007,1116,754,362,7690,5224,2466,105,57,48
500210008,2171,1459,712,6579,4456,2123,161,120,41
500210009,2169,1559,610,6742,4476,2266,0,0,0
500210010,2251,1641,610,6559,4301,2258,101,93,8
500210011,3672,2463,1209,5239,3572,1667,0,0,0
500210012,1613,1091,522,7081,4842,2239,217,102,115
500210013,1580,1099,481,7268,4882,2386,63,54,9
500210014,2661,1858,803,6239,4166,2073,11,11,0
500210015,1417,1016,401,7157,4770,2387,337,249,88
500210016,1861,1344,517,6816,4508,2308,234,183,51
500210017,2811,2190,621,6097,3845,2252,3,0,3
500210018,741,502,239,7784,5188,2596,386,345,41
500210019,1137,755,382,7763,5273,2490,11,7,4
500210020,1009,701,308,7823,5265,2558,79,69,10
500210021,2473,1855,618,6291,4066,2225,147,114,33
500210022,1426,1022,404,7244,4967,2277,241,46,195
500210023,1595,1117,478,7316,4918,2398,0,0,0
500210024,4074,2943,1131,4159,2702,1457,678,390,288
500210025,3424,2973,451,5361,3060,2301,126,2,124
500210026,1581,972,609,7214,4956,2258,116,107,9
500210027,2891,2277,614,5677,3464,2213,343,294,49
500210028,1450,1090,360,7380,4864,2516,81,81,0
500210029,1148,857,291,7221,4917,2304,542,261,281
500210030,1392,898,494,7020,4859,2161,499,278,221
500210031,1824,1517,307,6970,4439,2531,117,79,38
500210032,1322,888,434,7371,5000,2371,218,147,71
500210033,1174,985,189,7278,4757,2521,459,293,166
500210034,8911,6035,2876,0,0,0,0,0,0
500210035,2685,1816,869,6106,4151,1955,120,68,52
500210036,2401,1630,771,6294,4191,2103,216,214,2
500210037,1807,1382,425,7031,4606,2425,73,47,26
500210038,1608,1267,341,7110,4735,2375,193,33,160
500210039,2507,1914,593,6079,3894,2185,325,227,98
500210040,1948,1422,526,6682,4427,2255,281,186,95
500210041,3731,2750,981,5061,3166,1895,119,119,0
500210042,1200,907,293,7368,4890,2478,343,238,105
500210043,4602,3260,1342,4309,2775,1534,0,0,0
500210044,4593,3427,1166,3708,2231,1477,610,377,233
500210045,4696,3345,1351,3924,2585,1339,291,105,186
500210046,2959,2133,826,5561,3805,1756,391,97,294
500210047,3636,2560,1076,5158,3358,1800,117,117,0
500210048,1808,1420,388,6813,4469,2344,290,146,144
500210049,2595,2236,359,6217,3766,2451,99,33,66
500210050,1706,1062,644,6650,4479,2171,555,494,61
500210051,1433,1164,269,7263,4748,2515,215,123,92
500211001,4573,3079,1494,4338,2956,1382,4457,3022,1435
500212001,6385,4404,1981,2526,1631,895,4458,3022,1436
500212002,4472,3029,1443,2981,1866,1115,5916,4162,1754
500214001,121,121,0,8645,5769,2876,145,145,0
500214002,342,190,152,8445,5725,2720,124,120,4
500214003,440,382,58,8227,5502,2725,244,151,93
500214004,877,771,106,7867,5140,2727,167,124,43
500214005,561,375,186,8294,5618,2676,56,42,14
500214006,1692,1487,205,6964,4446,2518,255,102,153
500214007,209,149,60,8681,5867,2814,21,19,2
500214008,1022,946,76,7597,4830,2767,292,259,33
500214009,1432,1196,236,7354,4727,2627,125,112,13
500214010,1212,1020,192,7659,4976,2683,40,39,1
500214011,790,685,105,7942,5210,2732,179,140,39
500214012,1294,1036,258,7419,4878,2541,198,121,77
500214013,968,859,109,7909,5144,2765,34,32,2
500214014,871,794,77,7994,5225,2769,46,16,30
500214015,279,194,85,8569,5824,2745,63,17,46
500214016,223,159,64,8413,5721,2692,275,155,120
500214017,1812,1286,526,6832,4577,2255,267,172,95
500214018,194,155,39,8646,5809,2837,71,71,0
500214019,1397,1204,193,7358,4675,2683,156,156,0
500214020,387,252,135,8307,5722,2585,217,61,156
500214021,528,368,160,7968,5259,2709,415,408,7
500214022,666,613,53,8073,5345,2728,172,77,95
500214023,276,163,113,8301,5605,2696,334,267,67
500214024,170,42,128,8719,5971,2748,22,22,0
500214025,0,0,0,8911,6035,2876,0,0,0
500214026,8911,6035,2876,0,0,0,0,0,0
500214027,2605,1911,694,6083,3916,2167,223,208,15
500214028,806,581,225,7440,4936,2504,665,518,147
500214029,562,526,36,7833,5061,2772,516,448,68
500214030,249,152,97,8661,5882,2779,1,1,0
500214031,294,277,17,8611,5752,2859,6,6,0
500214032,2797,2503,294,6114,3532,2582,0,0,0
500214033,321,321,0,8438,5603,2835,152,111,41
500214034,1757,1219,538,7032,4695,2337,122,121,1
500214035,68,65,3,8802,5929,2873,41,41,0
500214036,482,430,52,8358,5568,2790,71,37,34
500214037,1018,894,124,7424,4692,2732,469,449,20
500214038,849,595,254,8019,5397,2622,43,43,0
500214039,813,674,139,7507,4873,2634,591,488,103
500214040,435,349,86,8471,5686,2785,5,0,5
500214041,901,685,216,7880,5254,2626,130,96,34
500214042,1122,838,284,7556,5115,2441,233,82,151
500214043,862,772,90,7826,5063,2763,223,200,23
500214044,1440,984,456,7399,4979,2420,72,72,0
500214045,368,227,141,8208,5684,2524,335,124,211
500214046,1436,1086,350,6943,4611,2332,532,338,194
500214048,549,463,86,8252,5522,2730,110,50,60
500214049,1418,1140,278,7399,4801,2598,94,94,0
500214050,336,114,222,8567,5913,2654,8,8,0
500214051,1564,898,666,7249,5039,2210,98,98,0
500214052,598,587,11,8278,5448,2830,35,0,35
500214053,1629,1032,597,6810,4567,2243,472,436,36
500214054,51,51,0,8847,5971,2876,13,13,0
500214055,1865,1445,420,6710,4348,2362,336,242,94
500214056,209,192,17,8670,5811,2859,32,32,0
500214057,1070,1012,58,7834,5016,2818,7,7,0
500214059,490,480,10,8088,5291,2797,333,264,69
500214060,622,515,107,7715,5162,2553,574,358,216
500214062,606,455,151,7617,5088,2529,688,492,196
500215001,1591,1045,546,7320,4990,2330,0,0,0
500215002,876,620,256,8035,5415,2620,0,0,0
500215003,1503,475,1028,7408,5560,1848,0,0,0
500215004,523,138,385,8388,5897,2491,0,0,0
500215005,4456,3021,1435,4455,3014,1441,4456,3021,1435
500215006,41,40,1,8858,5995,2863,12,0,12
500215007,367,165,202,8544,5870,2674,0,0,0
500216001,1318,1039,279,7415,4854,2561,178,142,36
500216002,635,387,248,7962,5439,2523,314,209,105
500216003,299,293,6,8368,5553,2815,244,189,55
500216004,483,436,47,8203,5467,2736,225,132,93
500216005,726,627,99,7860,5210,2650,325,198,127
500216006,984,570,414,7705,5352,2353,222,113,109
500216007,545,417,128,7780,5186,2594,586,432,154
500216008,1631,788,843,7061,5065,1996,219,182,37
500216009,277,173,104,8582,5846,2736,52,16,36
500216010,1557,595,962,7217,5326,1891,137,114,23
500216011,864,663,201,7872,5209,2663,175,163,12
500216012,165,77,88,8663,5914,2749,83,44,39
500216013,3052,2238,814,5399,3451,1948,460,346,114
500216014,579,426,153,8325,5609,2716,7,0,7
500216015,629,543,86,8133,5441,2692,149,51,98
500216016,850,629,221,7912,5257,2655,149,149,0
500216017,395,315,80,8358,5588,2770,158,132,26
500216018,67,67,0,8805,5940,2865,39,28,11
500216019,600,442,158,8157,5501,2656,154,92,62
500216020,1950,1466,484,6733,4399,2334,228,170,58
500216021,1633,1209,424,6887,4559,2328,391,267,124
500216022,583,415,168,8163,5550,2613,165,70,95
500216023,948,838,110,7774,5037,2737,189,160,29
500216024,24,3,21,8762,5955,2807,125,77,48
500216025,1452,899,553,6920,4730,2190,539,406,133
500216026,1068,950,118,7729,5070,2659,114,15,99
500216027,456,431,25,7849,5279,2570,606,325,281
500216028,1439,934,505,7378,5019,2359,94,82,12
