StationID,B,Bw,Bh,G,Gw,Gh,S,Sw,Sh
500203022,1679,1458,221,7213,4577,2636,19,0,19
500203023,1587,1367,220,7226,4595,2631,98,73,25
500203024,6599,4571,2028,2294,1464,830,18,0,18
500203025,1581,1062,519,7284,4973,2311,46,0,46
500203026,1155,779,376,7748,5248,2500,8,8,0
500203027,1527,1212,315,7325,4801,2524,59,22,37
500203028,1517,1169,348,7292,4825,2467,102,41,61
500203029,1439,1122,317,7377,4904,2473,95,9,86
500203030,1312,1037,275,7239,4754,2485,360,244,116
500203031,791,583,208,7992,5324,2668,128,128,0
500203032,8911,6035,2876,0,0,0,0,0,0
500203033,1359,1042,317,7358,4929,2429,194,64,130
500203034,2350,1761,589,6318,4140,2178,243,134,109
500203035,1283,811,472,7553,5171,2382,75,53,22
500203036,1193,996,197,7542,4931,2611,176,108,68
500203037,649,431,218,8088,5547,2541,174,57,117
500203038,1126,821,305,7710,5149,2561,75,65,10
500203039,1574,1178,396,7257,4810,2447,80,47,33
500203040,817,673,144,8054,5341,2713,40,21,19
500203041,868,755,113,7936,5266,2670,107,14,93
500203042,8911,6035,2876,0,0,0,0,0,0
500203043,1410,1140,270,7461,4860,2601,40,35,5
500203044,8911,6035,2876,0,0,0,8911,6035,2876
500203045,3082,1907,1175,5749,4076,1673,80,52,28
500203046,1696,1369,327,7179,4630,2549,36,36,0
500203047,2131,1405,726,6767,4617,2150,13,13,0
500203048,1996,1451,545,6878,4566,2312,37,18,19
500203049,1355,1178,177,7402,4713,2689,154,144,10
